kanji	hiragana	type	english
掃除機	そうじき	noun	vacuum cleaner
洗濯機	せんたくき	noun	washing machine
加湿器	かしつき	noun	humidifier
炊飯器	すいはんき	noun	rice cooker
湯沸かし	ゆわかし	noun	kettle
まな板	まないた	noun	cutting board
照明	しょうめい	noun	lighting
枕	まくら	noun	pillow
物干し竿	ものほしざお	noun	clothes-drying pole
洗面台	せんめんだい	noun	washstand
砲	ほう	noun	cannon; artillery gun
銃	じゅう	noun	gun; firearm
刀	かたな	noun	katana; sword (Japanese-style)
兜	かぶと	noun	helmet; samurai helmet
玉	たま	noun	ball; sphere; jewel
凧	たこ	noun	kite (homophone)
鎌	かま	noun	sickle; scythe-like blade
仮面	かめん	noun	mask
糸	いと	noun	thread
紙	かみ	noun	paper
箱	はこ	noun	box
布	ぬの	noun	cloth
米袋	こめぶくろ	noun	rice sack
ひも	ひも	noun	string; cord; lace
席	せき	noun	seat
かご	かご	noun	basket
ぬいぐるみ	ぬいぐるみ	noun	stuffed toy; plush
かばん	かばん	noun	bag
模型	もけい	noun	model; miniature; mock-up
袋	ふくろ	noun	bag
腕時計	うでどけい	noun	wristwatch
皿	さら	noun	plate; dish
茶碗	ちゃわん	noun	rice bowl
箸	はし	noun	chopsticks
冷蔵庫	れいぞうこ	noun	refrigerator
鍋	なべ	noun	pot
洗剤	せんざい	noun	detergent
布団	ふとん	noun	futon; bedding
机	つくえ	noun	desk
椅子	いす	noun	chair
本棚	ほんだな	noun	bookshelf
水道	すいどう	noun	water supply; plumbing
電気	でんき	noun	electricity; light; electric power
鍵	かぎ	noun	key; lock
傘	かさ	noun	umbrella
眼鏡	めがね	noun	glasses
時計	とけい	noun	clock; watch
荷物	にもつ	noun	luggage; baggage
切手	きって	noun	stamp
雨傘	あまがさ	noun	umbrella (for rain)
日傘	ひがさ	noun	parasol; sunshade
傘立て	かさたて	noun	umbrella stand
封筒	ふうとう	noun	envelope
戸	と	noun	door; sliding door
戸棚	とだな	noun	cupboard; cabinet
雨戸	あまど	noun	storm shutter; rain door
暖房	だんぼう	noun	heating
暖炉	だんろ	noun	fireplace; hearth
冷房	れいぼう	noun	air conditioning (cooling)
灰皿	はいざら	noun	ashtray
小皿	こざら	noun	small plate; saucer
大皿	おおざら	noun	large plate; platter
割り箸	わりばし	noun	disposable chopsticks
箸置き	はしおき	noun	chopstick rest
口紅	くちべに	noun	lipstick
耳栓	みみせん	noun	earplugs
肘掛け	ひじかけ	noun	armrest
鈴	すず	noun	bell
風鈴	ふうりん	noun	wind chime
土鍋	どなべ	noun	earthenware pot; clay pot
障子	しょうじ	noun	shoji; paper sliding door
家具	かぐ	noun	furniture
棚	たな	noun	shelf; rack
灯り	あかり	noun	light; lamp
ゴミ箱	ゴミばこ	noun	trash can; wastebasket
蛇口	じゃぐち	noun	faucet; tap
錠	じょう	noun	lock; tablet (medicine)
招き猫	まねきねこ	noun	beckoning cat (figurine)
