# Appearance / conjecture 〜そう forms — "looks ~ / seems ~".
# Belongs here: the 〜そう appearance form built from an i- or na-adjective stem
# (高そう, 便利そう). They all inflect as na-adjectives, so type stays
# na-adjective even though this is a grammar pattern, not core vocabulary.
kanji	hiragana	type	english
うれしそう	うれしそう	na-adjective	looking happy (〜そう, from うれしい)
楽しそう	たのしそう	na-adjective	seems fun; looks enjoyable (〜そう, from 楽しい)
高そう	たかそう	na-adjective	looks high/tall/expensive (〜そう, from 高い)
安そう	やすそう	na-adjective	looks cheap (〜そう, from 安い)
新しそう	あたらしそう	na-adjective	looks new (〜そう, from 新しい)
古そう	ふるそう	na-adjective	looks old (〜そう, from 古い)
便利そう	べんりそう	na-adjective	looks convenient (〜そう, from 便利)
有名そう	ゆうめいそう	na-adjective	looks famous (〜そう, from 有名)
静かそう	しずかそう	na-adjective	looks quiet (〜そう, from 静か)
大変そう	たいへんそう	na-adjective	looks serious; tough (〜そう, from 大変)
