kanji	hiragana	type	english
ウィジェット	ウィジェット	noun	widget
ブラウザ	ブラウザ	noun	browser
検索エンジン	けんさくエンジン	noun	search engine
プラグイン	プラグイン	noun	plugin
プロフィール	プロフィール	noun	profile
認証コード	にんしょうコード	noun	authentication code
共有リンク	きょうゆうリンク	noun	share link
ユーザー名	ユーザーめい	noun	username
操作ログ	そうさログ	noun	activity log
バックアップ	バックアップ	noun	backup
クラウド	クラウド	noun	cloud
データベース	データベース	noun	database
ウイルス	ウイルス	noun	virus
プライバシー	プライバシー	noun	privacy
ログアウト	ログアウト	noun	log out (noun/verb in Japanese UI)
ログイン	ログイン	noun	log in; sign in (noun/verb in Japanese UI)
スリープ	スリープ	noun	sleep
ソフト	ソフト	noun	software program
データ	データ	noun	data
ネット	ネット	noun	the internet
メール	メール	noun	email
リンク	リンク	noun	link
サイト	サイト	noun	website
コピー	コピー	noun	copy; photocopy
ファイル	ファイル	noun	file
フォルダ	フォルダ	noun	folder
パスワード	パスワード	noun	password
アカウント	アカウント	noun	account
プラットフォーム	プラットフォーム	noun	platform
チェック	チェック	noun	check; checking
ホーム	ホーム	noun	platform (train); home (context-dependent)
