# label: Concepts / Expression & Perception
# Communication, expression, reactions, and the senses — speech acts, sounds, smells, truth/secrecy.
kanji	hiragana	type	english
匂い	におい	noun	smell; odor
注意書き	ちゅういがき	noun	caution note; fine print
音	おと	noun	sound
謎	なぞ	noun	mystery; riddle
香り	かおり	noun	scent; fragrance
真実	しんじつ	noun	truth; reality
秘密	ひみつ	noun	secret
偽物	にせもの	noun	fake; counterfeit; imitation
虚偽	きょぎ	noun	falsehood; untruth
兆候	ちょうこう	noun	sign; indication; symptom
前兆	ぜんちょう	noun	omen; precursor; warning sign
兆し	きざし	noun	sign; symptom; indication
描写	びょうしゃ	noun	depiction; portrayal
主張	しゅちょう	noun	assertion; claim; insistence
絶叫	ぜっきょう	noun	scream; exclamation
文句	もんく	noun	complaint; phrase; words
脱帽	だつぼう	noun	taking off one's hat; admiration
弁解	べんかい	noun	excuse; justification
色彩	しきさい	noun	color; coloration
納得	なっとく	noun	understanding; consent; being convinced
悲鳴	ひめい	noun	scream; shriek
憶測	おくそく	noun	speculation; guesswork
掲示	けいじ	noun	notice; posting; bulletin
提案	ていあん	noun	proposal; suggestion
箇条書き	かじょうがき	noun	itemization; bullet points
相槌	あいづち	noun	interjections showing one is listening
反応	はんのう	noun	reaction; response
要求	ようきゅう	noun	demand; request
異議	いぎ	noun	objection; dissent
皮肉	ひにく	noun	irony; sarcasm
省略	しょうりゃく	noun	omission; abbreviation
暴露	ばくろ	noun	exposure; disclosure
お礼	おれい	noun	thanks; expression of gratitude
神秘	しんぴ	noun	mystery; mysticism
極秘	ごくひ	noun	top secret
糸口	いとぐち	noun	clue; lead; thread
督促	とくそく	noun	demand; dunning; pressing
抜粋	ばっすい	noun	excerpt; extract
悪臭	あくしゅう	noun	stench; foul smell
批評	ひひょう	noun	criticism; review
好評	こうひょう	noun	favorable reception; good reputation
誇張	こちょう	noun	exaggeration
誠意	せいい	noun	sincerity; good faith
会談	かいだん	noun	talks; conference
雑談	ざつだん	noun	chit-chat; small talk
冗談	じょうだん	noun	joke; jest
謎解き	なぞとき	noun	solving a riddle/mystery
謝罪	しゃざい	noun	apology
批判	ひはん	noun	criticism; critique
謙遜	けんそん	noun	modesty; humility
輝き	かがやき	noun	brilliance; radiance
釘付け	くぎづけ	noun	being glued/riveted (to the spot)
歓声	かんせい	noun	cheer; shout of joy
暗闇	くらやみ	noun	darkness; the dark
音響	おんきょう	noun	sound; acoustics
反響	はんきょう	noun	echo; repercussion; response
沈黙	ちんもく	noun	silence
了解	りょうかい	noun	understanding; consent; roger
警告	けいこく	noun	warning; caution
静寂	せいじゃく	noun	silence; stillness
予想	よそう	noun	prediction; expectation
号泣	ごうきゅう	noun	wailing; crying loudly
笑い	わらい	noun	laughter; laugh
発表	はっぴょう	noun	announcement; presentation
表現	ひょうげん	noun	expression; representation
言い訳	いいわけ	noun	excuse; justification
議論	ぎろん	noun	discussion; argument
記載	きさい	noun	entry; statement; mention
お辞儀	おじぎ	noun	bow (greeting)
非難	ひなん	noun	criticism; blame
騒音	そうおん	noun	noise
暗黙	あんもく	noun	tacit; implicit
紹介	しょうかい	noun	introduction; presentation
気遣い	きづかい	noun	consideration; thoughtfulness
